Category,Tool,Slug,Website,Requested Pricing Source,Final Pricing Source,Source Status,Source Scope Status,Locale Pricing Status,Fetch Status,Fetch Method,Current Free Plan,Verified Free Plan,Free Plan Status,Free Plan Safe,Current Starting Price,Verified Starting Price,Starting Price Status,Starting Price Safe,Verified Annual Billing,Annual Billing Status,Annual Billing Safe,Verified Monthly Billing,Monthly Billing Status,Monthly Billing Safe,Current Team / Business Plan,Verified Team / Business Plan,Team / Business Plan Status,Team / Business Plan Safe,Current Enterprise Plan,Verified Enterprise Plan,Enterprise Plan Status,Enterprise Plan Safe,Current Pricing Verified,Checked At,Overall Status,Tool Safe to Auto Apply,Evidence / Notes
Productivity; Workspace & Docs; Project Management; Operations; No-Code,Airtable,airtable,https://www.airtable.com,https://www.airtable.com/pricing,https://airtable.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$20/user/month when billed annually,CHANGE,YES,$20/user/month when billed annually,CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,Team,CHANGE,YES,Unknown,Enterprise Scale,CHANGE,YES,Unknown,2026-08-23T08:27:39.494Z,VERIFIED,NO,Discovered same-domain official pricing source. Free Plan: “Our Free plan is available to teams for no charge.” Starting Price: “Our Team plan is available for $20/user/month when billed annually.” Annual Billing: “Our Team plan is available for $20/user/month when billed annually.” Team / Business Plan: The page explicitly identifies a Team plan and gives its price and billing terms. Enterprise Plan: The page explicitly identifies an Enterprise Scale plan with custom pricing based on organizational needs and scale.
Productivity; Workspace & Docs; No-Code; Project Management; Knowledge Management,Coda,coda,https://coda.io,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:27:41.642Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Productivity; Workspace & Docs; Team Communication; Collaboration; Productivity,Slack,slack,https://slack.com,https://slack.com/pricing,https://slack.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$8.75 USD per user / month when paying monthly; $7.25 USD per user / month when paying annually,CHANGE,YES,"$7.25 USD per user / month, when paying annually",CHANGE,YES,"$8.75 USD per user / month, when paying monthly",CHANGE,YES,Unknown,Business+,CHANGE,YES,Unknown,Enterprise+,CHANGE,YES,Unknown,2026-08-23T08:27:50.541Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The page says, ""Or start with the basics for free,"" and lists Free at ""$0 USD free forever."" Starting Price: Pro is the first paid plan shown and lists $8.75 monthly or $7.25 annually per user. Annual Billing: Pro is explicitly priced at ""$7.25 USD per user / month, when paying annually."" Monthly Billing: Pro is explicitly priced at ""$8.75 USD per user / month, when paying monthly."" Team / Business Plan: Business+ is a distinct standard tier between Pro and Enterprise+ and is described as ""Scale with AI-powered work."" Enterprise Plan: The page explicitly lists Enterprise+ and says ""Contact sales for pricing."""
Productivity; Workspace & Docs; Collaboration; Design & Creative; Project Management,Miro,miro,https://miro.com,https://miro.com/pricing/,https://miro.com/pricing/,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,"$8 /month per member, billed yearly",CHANGE,YES,"$8 /month per member, billed yearly",CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,"Business: $20 /month per member, billed yearly",CHANGE,YES,Unknown,Custom pricing—from 30 members; contact sales,CHANGE,YES,Unknown,2026-08-23T08:27:54.212Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page states: “Yes, Miro has a free plan with unlimited team members.” Starting Price: Starter is the first paid tier shown at $8 /month per member, billed yearly. Annual Billing: Starter pricing is explicitly shown as “$8 /month per member, billed yearly.” Monthly Billing: The page states Starter and Business automated payments can be billed monthly or annually, but gives no monthly Starter amount. Complex product pricing requires review: Monthly Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Team / Business Plan: Business is described as being for “growing organizations and consultants” and is distinct from Enterprise. Enterprise Plan: Enterprise shows “Custom pricing—from 30 members” and “Contact sales.”"
Productivity; Workspace & Docs; Design & Creative; Notes; Creator Toolkit,Milanote,milanote,https://milanote.com,https://milanote.com/inspiration/brand-designers,https://milanote.com/inspiration/brand-designers,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:27:46.794Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page states: ""Try Milanote today Free with no time limit."""
Productivity; Project Management; Tasks & Planning; AI & Automation; Workspace & Docs,Taskade,taskade,https://www.taskade.com,https://www.taskade.com/pricing,https://www.taskade.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$10 /mo for Pro; annual billing saves 50% compared to monthly,CHANGE,YES,Not explicitly verified,REVIEW,NO,$10 /mo for Pro,CHANGE,YES,Unknown,Business — $25 /mo,CHANGE,YES,Unknown,Enterprise — $250 /mo,CHANGE,YES,Unknown,2026-08-23T08:27:56.452Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly labels an ongoing Free plan and states, ""The Free plan keeps your apps live and running."" Starting Price: The standard paid entry plan is Pro at $10 /mo; the page also states annual billing saves 50% compared to monthly. Annual Billing: Annual billing saves 50% compared to monthly on every paid plan. Complex product pricing requires review: Annual Billing availability was indicated, but no explicit pricing amount for that exact billing context was verified. Monthly Billing: Pro is explicitly listed at $10 /mo. Team / Business Plan: The page states, ""Business is ideal for teams,"" and lists unlimited team members, admin controls, and permissions; Business is distinct from Enterprise. Enterprise Plan: The page explicitly lists Enterprise at $250 /mo with organization-wide support and enterprise-grade controls."
Productivity; Project Management; Meetings; Team Collaboration; Tasks & Planning,Fellow,fellow,https://fellow.app,https://fellow.ai/pricing,https://fellow.ai/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$7 per user / month billed annually; $11 billed monthly,CHANGE,YES,$7 per user / month billed annually,CHANGE,YES,$11 billed monthly,CHANGE,YES,Unknown,Team — $7 per user / month billed annually; $11 billed monthly,CHANGE,YES,Unknown,Enterprise — $25 per user / month billed annually; Contact sales,CHANGE,YES,Unknown,2026-08-23T08:27:59.614Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The page explicitly lists an ongoing “Free” plan at $0 per user / month billed annually and states trials downgrade to the Free plan. Starting Price: Team is the clearly identified entry paid tier for small teams, priced at $7 per user / month billed annually or $11 billed monthly. Annual Billing: The Team plan is explicitly listed at $7 per user / month billed annually. Monthly Billing: The Team plan is explicitly listed at $11 billed monthly. Team / Business Plan: The page explicitly identifies a “Team” plan “For small teams.” Enterprise Plan: The page explicitly identifies an “Enterprise” plan with advanced control, security and AI meeting support, priced at $25 per user / month billed annually with Contact sales."
Productivity; Tasks & Planning; Calendar; AI & Automation; Productivity,Motion,motion,https://www.usemotion.com,https://www.usemotion.com/pricing,https://www.usemotion.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$19 /seat /mo,CHANGE,YES,Not explicitly verified,REVIEW,NO,$19 /seat /mo,CHANGE,YES,Unknown,$29 /seat /mo (Business AI),CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:28:05.771Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page offers a free trial: “Start your free trial. Risk free. Cancel anytime,” but does not identify an ongoing free plan. Starting Price: The Individuals section lists Pro AI at $19 /seat /mo for solo professionals. Monthly Billing: The pricing controls state “Pay monthly,” and Pro AI is priced at $19 /seat /mo. Team / Business Plan: The Teams section is for “teams and organizations,” and Business AI is for businesses with complex needs at $29 /seat /mo."
Productivity; Tasks & Planning; Calendar; AI & Automation; Productivity,Reclaim,reclaim,https://reclaim.ai,https://reclaim.ai/pricing,https://reclaim.ai/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Starter: $10 per seat/month on yearly billing; $12 per seat/month on monthly billing,CHANGE,YES,$10 per seat/month on yearly billing,CHANGE,YES,$12 per seat/month on monthly billing,CHANGE,YES,Unknown,Business: $15 per seat/month on yearly billing; $18 per seat/month on monthly billing,CHANGE,YES,Unknown,"Enterprise: $22 per seat/month on yearly billing; unavailable on monthly plans, contact us",CHANGE,YES,Unknown,2026-08-23T08:28:07.178Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The page explicitly states, “The free Lite plan is available for any single user at no cost,” and lists Lite as “Free forever.” Starting Price: Starter is the first paid tier shown: $10 per seat/month on yearly billing and $12 per seat/month on monthly billing. Annual Billing: Under “Yearly - SAVE 20%,” Starter is listed at “$10 per seat/month.” Monthly Billing: In the monthly pricing section, Starter is listed at “$12 per seat/month.” Team / Business Plan: Business is explicitly described as “For large teams” and is distinct from the Enterprise plan. Enterprise Plan: Enterprise is explicitly listed at “$22 per seat/month” for yearly billing and as “Unavailable on monthly plans” with “Contact us.”"
Productivity; Tasks & Planning; Calendar; Automation; CRM & Sales,Calendly,calendly,https://calendly.com,https://calendly.com/pricing,https://calendly.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$10 /seat/mo (billed yearly),CHANGE,YES,$10 /seat/mo (billed yearly),CHANGE,YES,Not explicitly verified,REVIEW,NO,Unknown,$16 /seat/mo,CHANGE,YES,Unknown,Starts at $15k /yr; starts at 50 seats; available in USD only,CHANGE,YES,Unknown,2026-08-23T08:28:13.605Z,VERIFIED,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly says “Free” and “Always free.” Starting Price: Standard is the first paid plan shown and is listed at “$10 /seat/mo.” Annual Billing: The pricing section explicitly includes “Billed yearly,” and Standard is listed at “$10 /seat/mo.” Team / Business Plan: The page explicitly names the “Teams” plan and lists team scheduling and organizational features. Enterprise Plan: The page explicitly names “Enterprise” and lists “Starts at $15k /yr” and “Starts at 50 seats.”"
Productivity; Tasks & Planning; Calendar; Personal Productivity; Focus,Sunsama,sunsama,https://www.sunsama.com,https://www.sunsama.com/pricing,https://www.sunsama.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,No,MATCH,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Contact Us,CHANGE,YES,Unknown,2026-08-23T08:28:19.394Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The Pricing Manifesto explicitly states: “Sunsama doesn't have a free forever plan and doesn't plan to.” Starting Price: Complex product pricing requires review: The main pricing section lists Pro Plan prices of $17 billed yearly and $22 billed monthly, while the FAQ lists $25/month per person and $20/month for yearly plans; the page does not establish which conflicting prices are current. Annual Billing: Complex product pricing requires review: Annual pricing conflicts: the main pricing section states $17 per month billed yearly, while the FAQ states $20/month for yearly plans. Monthly Billing: Complex product pricing requires review: Monthly pricing conflicts: the main pricing section states $22 per month billed monthly, while the FAQ states $25/month per person. Enterprise Plan: The pricing section explicitly names an Enterprise plan and says “Contact Us.”"
Productivity; Writing & Focus; Meetings; AI & Automation; Productivity,Otter,otter,https://otter.ai,https://otter.ai/pricing,https://otter.ai/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Pro: $16.99/user/month on monthly billing; $8.49*/user/month monthly variant; $8.33/user/month on annual billing; $4.17*/user/month annual variant,CHANGE,YES,"Pro: $8.33/user/month, save 51%; $4.17*/user/month, save 50%",CHANGE,YES,"Pro: $16.99/user/month; $8.49*/user/month, save 50%",CHANGE,YES,Unknown,"Business: $24/user/month, 20% off for 3 months on monthly billing; $19.99/user/month, save 33% on annual billing",CHANGE,YES,Unknown,Enterprise: Schedule a demo,CHANGE,YES,Unknown,2026-08-23T08:28:26.605Z,VERIFIED,YES,"Discovered same-domain official pricing source. Free Plan: The Basic plan is explicitly labeled “Free”; the SDR Agent section also says “Basic Free forever.” Starting Price: The individual pricing section identifies Pro as “For individuals and small teams” and lists its monthly and annual prices. Annual Billing: Under the Annual pricing tab, Pro is listed at $8.33/user/month, save 51%, with a $4.17* variant saving 50%. Monthly Billing: Under the Monthly pricing tab, Pro is listed at $16.99/user/month, with an $8.49* variant saving 50%. Team / Business Plan: Business is explicitly described as “For medium-sized teams” and is distinct from the Enterprise plan for large teams and companies. Enterprise Plan: Enterprise is explicitly listed for “large teams and companies” with “Schedule a demo.”"
